event_id,published_at,source,source_type,source_url,company,ticker,exchange,filing_type,announcement_type,title,summary,raw_text,country,project,resource_type,is_price_sensitive,production_guidance_change,capex_change,resource_update,offtake_or_mna,keyword_hit,ingested_at,project_name,name,url
3140a6895821,2025-09-26T07:00:00+00:00,Google News Backup: Core Lithium,google_news_backup,https://news.google.com/rss/articles/CBMiugFBVV95cUxPQUhReEZDTVBSMWE5cGZiVm1KeFVsUS1fb3E2UTYzZ21UYll4a2JCTUZTVHp1TEY4dFA3Z2RjWXlwSmtGckM1eG0zdTd3a294eWJQY24td2pWLTRyb1FxdnFxbkVkaFB5aTNhMTNjc2FCV2U2bDNDcWdrdDBRaU9fZHZLbjRtb3pocXZYOWNHaktKQ3VKa0ZiY3lBMnROdm5yT2hDVWhhX2xubTlvcmtWV04zMEgzaWY2aUE?oc=5,Core Lithium,CXO,ASX,,project_update,Core Lithium share price rises on 'more profitable' operating model for mine restart - The Motley Fool Australia,Core Lithium share price rises on 'more profitable' operating model for mine restart The Motley Fool Australia,Core Lithium share price rises on 'more profitable' operating model for mine restart The Motley Fool Australia,Australia,,lithium,True,False,False,False,False,lithium; mine,2026-06-13T12:50:27+00:00,,,https://news.google.com/rss/articles/CBMiugFBVV95cUxPQUhReEZDTVBSMWE5cGZiVm1KeFVsUS1fb3E2UTYzZ21UYll4a2JCTUZTVHp1TEY4dFA3Z2RjWXlwSmtGckM1eG0zdTd3a294eWJQY24td2pWLTRyb1FxdnFxbkVkaFB5aTNhMTNjc2FCV2U2bDNDcWdrdDBRaU9fZHZLbjRtb3pocXZYOWNHaktKQ3VKa0ZiY3lBMnROdm5yT2hDVWhhX2xubTlvcmtWV04zMEgzaWY2aUE?oc=5
4f3c37394008,2026-01-23T08:00:00+00:00,Google News Backup: Core Lithium,google_news_backup,https://news.google.com/rss/articles/CBMifkFVX3lxTFBQV1ltN0FUQ002VW9QcmVuUnB4MjJKVkpCUTU3X1pncmlaTGVYLXFQT0pFT3lBaHVZYWxVd2h6N3BISGlLVnZFbkVOOV9ETVdmRHM1Ni1TT05Pcm5QMFJ1SXpwYjNWb1Jqb0Q2WFVZSGYyODhXUTBOT3BPNksxZw?oc=5,Core Lithium,CXO,ASX,,other,Lithium Miners News For The Month Of January 2026 - Seeking Alpha,Lithium Miners News For The Month Of January 2026 Seeking Alpha,Lithium Miners News For The Month Of January 2026 Seeking Alpha,Australia,,lithium,False,False,False,False,False,lithium; mine,2026-06-13T12:50:27+00:00,,,https://news.google.com/rss/articles/CBMifkFVX3lxTFBQV1ltN0FUQ002VW9QcmVuUnB4MjJKVkpCUTU3X1pncmlaTGVYLXFQT0pFT3lBaHVZYWxVd2h6N3BISGlLVnZFbkVOOV9ETVdmRHM1Ni1TT05Pcm5QMFJ1SXpwYjNWb1Jqb0Q2WFVZSGYyODhXUTBOT3BPNksxZw?oc=5
430fac32de24,2026-03-18T07:00:00+00:00,Google News Backup: Core Lithium,google_news_backup,https://news.google.com/rss/articles/CBMifEFVX3lxTE5JdGx6RTlzcDFsdDE0WWg5QThMamRPOURuaF9FeWhwaDNRRHU3N2RXeTJOQjJJR21jUi1abnR5TzVUWVhOc3ZjQ0VHTGxSeElBX1pad2lHRTVGVEp1UnVwSHJhZUhrZkxTbk1oRC11aXdMTVdad2stVHpLaUo?oc=5,Core Lithium,CXO,ASX,,project_update,Core Lithium’s Finniss Lithium Project Is Go! And Glencore is Helping With the Restart! - Stocks Down Under,Core Lithium’s Finniss Lithium Project Is Go! And Glencore is Helping With the Restart! Stocks Down Under,Core Lithium’s Finniss Lithium Project Is Go! And Glencore is Helping With the Restart! Stocks Down Under,Australia,Finniss,lithium,True,False,False,False,False,lithium; project,2026-06-13T12:50:27+00:00,Finniss,Finniss,https://news.google.com/rss/articles/CBMifEFVX3lxTE5JdGx6RTlzcDFsdDE0WWg5QThMamRPOURuaF9FeWhwaDNRRHU3N2RXeTJOQjJJR21jUi1abnR5TzVUWVhOc3ZjQ0VHTGxSeElBX1pad2lHRTVGVEp1UnVwSHJhZUhrZkxTbk1oRC11aXdMTVdad2stVHpLaUo?oc=5
c1891d147f47,2025-07-29T07:00:00+00:00,Google News Backup: Core Lithium,google_news_backup,https://news.google.com/rss/articles/CBMipAFBVV95cUxNb2t2YXVFcXkycUt4VmpMWGZZUHlWaXh0OGRBSVZxVWxDN05LclNVekFNVDVCeWEyUEE0dU5TUUZocHVHZzEzN3REM3BpbS1oOW9vMGFlcnZUWDhlaEk4U2Y3VU9RdzdPX01ZMmF3Z0VNTTk0OG9SaVFOQ25CbWNUWkJZUzBDV0hMeHJMRGhtN1lKMzJMem4xaEFpcFJ2aHRLX0thbw?oc=5,Core Lithium,CXO,ASX,,other,Finniss Lithium Operations - Australia's Northern Territory,Finniss Lithium Operations Australia's Northern Territory,Finniss Lithium Operations Australia's Northern Territory,Australia,Finniss,lithium,False,False,False,False,False,lithium,2026-06-13T12:50:27+00:00,Finniss,Finniss,https://news.google.com/rss/articles/CBMipAFBVV95cUxNb2t2YXVFcXkycUt4VmpMWGZZUHlWaXh0OGRBSVZxVWxDN05LclNVekFNVDVCeWEyUEE0dU5TUUZocHVHZzEzN3REM3BpbS1oOW9vMGFlcnZUWDhlaEk4U2Y3VU9RdzdPX01ZMmF3Z0VNTTk0OG9SaVFOQ25CbWNUWkJZUzBDV0hMeHJMRGhtN1lKMzJMem4xaEFpcFJ2aHRLX0thbw?oc=5
8680c10476ff,2024-02-19T08:00:00+00:00,Google News Backup: Sayona Mining,google_news_backup,https://news.google.com/rss/articles/CBMiyAFBVV95cUxPSDl2VmtSZDdtNENCNFpkYml0Qk1jclhKOWVKLXFfM0w0MTF4NTM2Um16THp6WThtMGQ3em5FdUVReUMwOTZrRjVZN08tZGNObk9hNzJEWXJ4c2NXb1ZYZkVuS2wwaDVxcU9qMlhlNzllREM2X3ZmWXE3SzNJUDFSOU9KNFRrOHlPY0htLUlpSVJLZkkweVlQSmFzVDR4aDR4aTRvVjczUWdEdE9yR2FVekFIM3Rtd2dDaFIyYlltUXJvYUwzQ1NrMQ?oc=5,Sayona Mining,SYA,ASX,,other,MOBLAN LITHIUM PROJECT FEASIBILITY STUDY: POSITIVE RESULTS DELIVER C$2.2B NPV - PR Newswire Canada,MOBLAN LITHIUM PROJECT FEASIBILITY STUDY: POSITIVE RESULTS DELIVER C$2.2B NPV PR Newswire Canada,MOBLAN LITHIUM PROJECT FEASIBILITY STUDY: POSITIVE RESULTS DELIVER C$2.2B NPV PR Newswire Canada,Australia,,lithium,False,False,False,False,False,lithium; project,2026-06-13T12:50:28+00:00,,,https://news.google.com/rss/articles/CBMiyAFBVV95cUxPSDl2VmtSZDdtNENCNFpkYml0Qk1jclhKOWVKLXFfM0w0MTF4NTM2Um16THp6WThtMGQ3em5FdUVReUMwOTZrRjVZN08tZGNObk9hNzJEWXJ4c2NXb1ZYZkVuS2wwaDVxcU9qMlhlNzllREM2X3ZmWXE3SzNJUDFSOU9KNFRrOHlPY0htLUlpSVJLZkkweVlQSmFzVDR4aDR4aTRvVjczUWdEdE9yR2FVekFIM3Rtd2dDaFIyYlltUXJvYUwzQ1NrMQ?oc=5
32e5268c8ff5,2024-08-15T07:00:00+00:00,Exchange Disclosure Backup: Pilbara Minerals,exchange_disclosure,https://news.google.com/rss/articles/CBMie0FVX3lxTFB6QWRUQ3BRT3FFYVNBZDZFRzhyYnp4cDFWXzZ0ZjdJb2J0bWpKQ2x5VHNEM29PRGtiX2tlalkxbUhqX1MzWTM2QWxENFpkOU0zdmVxeXBGVmtHRkNYVHBraHRUbGNBSW9MSXB3bUNfYzBnTHA4WnVCbzBuQQ?oc=5,Pilbara Minerals,PLS,ASX,,other,Pilbara Minerals to acquire Latin Resources - announcements.asx.com.au,Pilbara Minerals to acquire Latin Resources announcements.asx.com.au,Pilbara Minerals to acquire Latin Resources announcements.asx.com.au,Australia,,,False,False,False,False,False,mine; resource,2026-06-13T12:50:26+00:00,,,https://news.google.com/rss/articles/CBMie0FVX3lxTFB6QWRUQ3BRT3FFYVNBZDZFRzhyYnp4cDFWXzZ0ZjdJb2J0bWpKQ2x5VHNEM29PRGtiX2tlalkxbUhqX1MzWTM2QWxENFpkOU0zdmVxeXBGVmtHRkNYVHBraHRUbGNBSW9MSXB3bUNfYzBnTHA4WnVCbzBuQQ?oc=5
97f5b5007dab,2023-08-24T07:00:00+00:00,Exchange Disclosure Backup: Pilbara Minerals,exchange_disclosure,https://news.google.com/rss/articles/CBMie0FVX3lxTE0wcXZWeUJUVlo0MkhULXRjNXVfY1pMTjVyR0pyQzc2T25NMk5IMUZ5ZDd0OGdpT0VPYjhaWFltNlk4bmdJVmpWQzlTcndnSDQwRWJEOUxnVEkxeHdfaFRHTTFzM2VKQ3BITm5reDB1UHZabkh4SGM1TEdKaw?oc=5,Pilbara Minerals,PLS,ASX,,other,Pilbara Minerals - announcements.asx.com.au,Pilbara Minerals announcements.asx.com.au,Pilbara Minerals announcements.asx.com.au,Australia,,,False,False,False,False,False,mine,2026-06-13T12:50:26+00:00,,,https://news.google.com/rss/articles/CBMie0FVX3lxTE0wcXZWeUJUVlo0MkhULXRjNXVfY1pMTjVyR0pyQzc2T25NMk5IMUZ5ZDd0OGdpT0VPYjhaWFltNlk4bmdJVmpWQzlTcndnSDQwRWJEOUxnVEkxeHdfaFRHTTFzM2VKQ3BITm5reDB1UHZabkh4SGM1TEdKaw?oc=5
f958fb07fc14,2024-11-29T08:00:00+00:00,Exchange Disclosure Backup: Pilbara Minerals,exchange_disclosure,https://news.google.com/rss/articles/CBMie0FVX3lxTE5RRW9peWU4N0ExRjA1SGdZdHk4TDE5ZWFkbTNnUUs4YkEtcHFZSlp4N3NfMmVsVnFhZHJ5MU5JUUhXVkdrRk15ZFI5SWN1TTF2YzVRdUNvbmNnbFVJdnJfVXUxNEhnVzI1QnNUY0NXSUprSDBBZDR5aldkQQ?oc=5,Pilbara Minerals,PLS,ASX,,other,For personal use only - announcements.asx.com.au,For personal use only announcements.asx.com.au,For personal use only announcements.asx.com.au,Australia,,,False,False,False,False,False,mine,2026-06-13T12:50:26+00:00,,,https://news.google.com/rss/articles/CBMie0FVX3lxTE5RRW9peWU4N0ExRjA1SGdZdHk4TDE5ZWFkbTNnUUs4YkEtcHFZSlp4N3NfMmVsVnFhZHJ5MU5JUUhXVkdrRk15ZFI5SWN1TTF2YzVRdUNvbmNnbFVJdnJfVXUxNEhnVzI1QnNUY0NXSUprSDBBZDR5aldkQQ?oc=5
ed3b45f960b7,2023-08-24T07:00:00+00:00,Exchange Disclosure Backup: Pilbara Minerals,exchange_disclosure,https://news.google.com/rss/articles/CBMie0FVX3lxTFBZSmcza1owZWI1UVFXSURfYXBOZG9PZ2hORV9pZW1mdWNjVHVVUF9mdWNJUmJDa1RDanFVUm91Q1NkUTZreUtBV0tUY3NFSThyUlI4czFFOVhjUHl0cTF6ME84R0xiLXpvdlFOS2JON0R1amxpMjVtYTd0SQ?oc=5,Pilbara Minerals,PLS,ASX,,other,For personal use only - announcements.asx.com.au,For personal use only announcements.asx.com.au,For personal use only announcements.asx.com.au,Australia,,,False,False,False,False,False,mine,2026-06-13T12:50:26+00:00,,,https://news.google.com/rss/articles/CBMie0FVX3lxTFBZSmcza1owZWI1UVFXSURfYXBOZG9PZ2hORV9pZW1mdWNjVHVVUF9mdWNJUmJDa1RDanFVUm91Q1NkUTZreUtBV0tUY3NFSThyUlI4czFFOVhjUHl0cTF6ME84R0xiLXpvdlFOS2JON0R1amxpMjVtYTd0SQ?oc=5
384b74c47a6f,2014-12-01T08:00:00+00:00,Exchange Disclosure Backup: Pilbara Minerals,exchange_disclosure,https://news.google.com/rss/articles/CBMibkFVX3lxTE45Q2FZVWF2aFdMTWtmaWdHYk5DS05LWkZiR2s1T2hWZ2JOd29Fb0szTWdRYVNKZlowTWdWaGNraFR2dW5md0tfVHNsVVpBRkw0Wm1NSm02QV9WWlIzWlJxU291c3IwRGV0OGIxdm1B?oc=5,Pilbara Minerals,PLS,ASX,,other,For personal use only - Australian Securities Exchange | ASX,For personal use only Australian Securities Exchange | ASX,For personal use only Australian Securities Exchange | ASX,Australia,,,False,False,False,False,False,mine,2026-06-13T12:50:26+00:00,,,https://news.google.com/rss/articles/CBMibkFVX3lxTE45Q2FZVWF2aFdMTWtmaWdHYk5DS05LWkZiR2s1T2hWZ2JOd29Fb0szTWdRYVNKZlowTWdWaGNraFR2dW5md0tfVHNsVVpBRkw0Wm1NSm02QV9WWlIzWlJxU291c3IwRGV0OGIxdm1B?oc=5
