event_id,event_source_category,published_at,source,source_url,title,title_cn,summary,summary_cn,country,company,project,resource_type,event_type,event_nature,impact_direction,event_priority_score,priority_level,catl_relevance_score,supply_impact_lce,price_impact_direction,confidence_level,is_top_event,project_name,name,url
5b151a462cb9,news,2023-01-11T08:00:00+00:00,Google News RSS: Tianqi lithium project,https://news.google.com/rss/articles/CBMixgFBVV95cUxPaVlXQ0xCWjR3aG56ZlJNNHk4XzA4OUxtVTdXaENReEk4U2M0VzNXYkNkcVRDX1lMU3Q2NE9PODZLT3RoblZ1S0RKSjRoWi1ESDRsS3BsZURlSmoyNHRoX1lGRXlvLWNkMUtHaUtLRFlNcC1iVy0tZmQzcE1sRnFNdWh4em1Wc3R2U2E2Wk03SnF2b3EzTFE2eHhBT2xRUVF3MnJCbkw1REJjd0JNa0FLdkl5MlVtRnJ0S3dGQ201bWE5T3dtaEE?oc=5,Tianqi Expands Lithium Empire With Deal to Buy Australian Mining Company - Caixin Global,Tianqi Lithium：其他,Tianqi Expands Lithium Empire With Deal to Buy Australian Mining Company Caixin Global,Australia / Tianqi Lithium：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,Australia,Tianqi Lithium,,lithium,其他,重大冲击,中性,107,P1,70,0,中性,中,False,,,https://news.google.com/rss/articles/CBMixgFBVV95cUxPaVlXQ0xCWjR3aG56ZlJNNHk4XzA4OUxtVTdXaENReEk4U2M0VzNXYkNkcVRDX1lMU3Q2NE9PODZLT3RoblZ1S0RKSjRoWi1ESDRsS3BsZURlSmoyNHRoX1lGRXlvLWNkMUtHaUtLRFlNcC1iVy0tZmQzcE1sRnFNdWh4em1Wc3R2U2E2Wk03SnF2b3EzTFE2eHhBT2xRUVF3MnJCbkw1REJjd0JNa0FLdkl5MlVtRnJ0S3dGQ201bWE5T3dtaEE?oc=5
9a6746bfa4f2,news,2020-04-13T07:00:00+00:00,Google News RSS: Tianqi lithium project,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQZk5GWlM2MEtBQ21sdmlqXzZUa2hLLU8wZVpUQmhWY1NIQTNEdFRfOGRzX0tGSTM2VTB2TE5GYkkwTzA0R3F2M19ocVYxY0x6Z0tCTWZTWGl2dm1pNXVuVHNzVzhUUmdJZDRwQ0ZsRXdaYWtlbTNlQXdHVnNiZEllNnFQeENvNUZDSTQxRFJSaHlhOTNaT001TE1rWGdCa29mU1Y1cERQTVhiSU0?oc=5,China's Tianqi offers stake in giant Aussie lithium project - AFR,Tianqi Lithium：其他,China's Tianqi offers stake in giant Aussie lithium project AFR,Australia / Tianqi Lithium：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,Australia,Tianqi Lithium,,lithium,其他,重大冲击,中性,107,P1,70,0,中性,中,False,,,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQZk5GWlM2MEtBQ21sdmlqXzZUa2hLLU8wZVpUQmhWY1NIQTNEdFRfOGRzX0tGSTM2VTB2TE5GYkkwTzA0R3F2M19ocVYxY0x6Z0tCTWZTWGl2dm1pNXVuVHNzVzhUUmdJZDRwQ0ZsRXdaYWtlbTNlQXdHVnNiZEllNnFQeENvNUZDSTQxRFJSaHlhOTNaT001TE1rWGdCa29mU1Y1cERQTVhiSU0?oc=5
05e2ea6a4eff,news,2026-03-03T08:00:00+00:00,Google News RSS: Argentina lithium policy,https://news.google.com/rss/articles/CBMihAFBVV95cUxNQzFQQV8wWkdFdVlXNUxqSGJOY0dvYTVWck5ZT0EwaW1NTkJmV25PMVphcHQxdUZkb3Byb0w0UF93dV9FdmpyT3U4TXJtZWl2TG5nVnhYLXhoZUVOSm1rXzNITV9OVkZUMkc3ZTEwY2J3TksxTWc3dTlCVFBfMFhNOVNWUEc?oc=5,China Ganfeng Argentina Lithium Project Transforms Global Supply Chains - Discovery Alert,Ganfeng Lithium：其他,China Ganfeng Argentina Lithium Project Transforms Global Supply Chains Discovery Alert,Argentina / Ganfeng Lithium：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,Argentina,Ganfeng Lithium,,lithium,其他,重大冲击,中性,107,P1,70,0,中性,中,False,,,https://news.google.com/rss/articles/CBMihAFBVV95cUxNQzFQQV8wWkdFdVlXNUxqSGJOY0dvYTVWck5ZT0EwaW1NTkJmV25PMVphcHQxdUZkb3Byb0w0UF93dV9FdmpyT3U4TXJtZWl2TG5nVnhYLXhoZUVOSm1rXzNITV9OVkZUMkc3ZTEwY2J3TksxTWc3dTlCVFBfMFhNOVNWUEc?oc=5
2157e6184336,news,2019-02-19T08:00:00+00:00,Google News RSS: Tianqi lithium project,https://news.google.com/rss/articles/CBMimAFBVV95cUxNTTA2LXBkbkd1elpEVDhXRlBjZFFxRlgtVnpwWm9MS3luQk8yaTVra0Zvd1o1ZkNJWk8yQzBNblE1QkxfYXZqbnhJZnNWOWVfM0I3blVUakRSdWxqNDA2M29Iai1TMHRBeGV4S3dSYzZyNXJCcG4yYWRSMlU3UzJzbklDdjFjY1R6N01pUTNiQ0NtREdQWXlrVA?oc=5,Tianqi Lithium’s $4.1 Billion Chilean Bet - Caixin Global,Tianqi Lithium：其他,Tianqi Lithium’s $4.1 Billion Chilean Bet Caixin Global,Chile / Tianqi Lithium：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,Chile,Tianqi Lithium,,lithium,其他,重大冲击,中性,107,P1,70,0,中性,中,False,,,https://news.google.com/rss/articles/CBMimAFBVV95cUxNTTA2LXBkbkd1elpEVDhXRlBjZFFxRlgtVnpwWm9MS3luQk8yaTVra0Zvd1o1ZkNJWk8yQzBNblE1QkxfYXZqbnhJZnNWOWVfM0I3blVUakRSdWxqNDA2M29Iai1TMHRBeGV4S3dSYzZyNXJCcG4yYWRSMlU3UzJzbklDdjFjY1R6N01pUTNiQ0NtREdQWXlrVA?oc=5
a19d416c8755,news,2026-01-30T08:00:00+00:00,Google News RSS: lithium production guidance,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQeUNVNDlzUzA2REZ0ZTl0aXdNeV9iWmhLaW5VYl9VZjd0U3otT09QNUc4bER5NkFPUElrT0tKeWg5M3F3aEQ5Ny1JTk4tYWY4WldBenFhSVMyeHJDVHlGQ1YzUDJqOXlueTM5Q29HZUJlRWxMUWZVM1RFSGRYaWxRRDNrZEpQQ1FlbHpMWFA1UmtBaGFaXzZCb2VVWEdGdlhRRDJvZmZpVVA?oc=5,MinRes dips but lithium keeps rally alive - Australian Resources & Investment,Mineral Resources：其他,MinRes dips but lithium keeps rally alive Australian Resources & Investment,Australia / Mineral Resources：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,Australia,Mineral Resources,,lithium,其他,重大冲击,中性,107,P1,70,0,中性,中,False,,,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQeUNVNDlzUzA2REZ0ZTl0aXdNeV9iWmhLaW5VYl9VZjd0U3otT09QNUc4bER5NkFPUElrT0tKeWg5M3F3aEQ5Ny1JTk4tYWY4WldBenFhSVMyeHJDVHlGQ1YzUDJqOXlueTM5Q29HZUJlRWxMUWZVM1RFSGRYaWxRRDNrZEpQQ1FlbHpMWFA1UmtBaGFaXzZCb2VVWEdGdlhRRDJvZmZpVVA?oc=5
2fa981d7dfa6,news,2024-07-01T07:00:00+00:00,Google News RSS: Chile lithium royalty,https://news.google.com/rss/articles/CBMitgFBVV95cUxPUzdOZU1Pa2ozSFdIZTY3T2RQakZnLWtPODFHa01mNWcxS0FlYXV2SHAtMWxZM2JFc3h0b0NSenZnY2thZ203QXNPUUdXZjBLcncwY2JWWGVCY2lGRVltNXdVQ1dTNmtqOG1VM1FEQ2xuWkZMNGJOZ1phZWJ6NnJVVXpjRHRSck9HVXN1ZnZpeWxiMHBxTjRBZzk1WHprRFR3eEdVaVd1MldDYjhOTVRvdVp3WWEzUQ?oc=5,Lithium pilot plant will be built at Albemarle's Magnolia West site - Magnolia Reporter,Albemarle：其他,Lithium pilot plant will be built at Albemarle's Magnolia West site Magnolia Reporter,Chile / Albemarle：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,Chile,Albemarle,,lithium,其他,重大冲击,中性,107,P1,70,0,中性,中,False,,,https://news.google.com/rss/articles/CBMitgFBVV95cUxPUzdOZU1Pa2ozSFdIZTY3T2RQakZnLWtPODFHa01mNWcxS0FlYXV2SHAtMWxZM2JFc3h0b0NSenZnY2thZ203QXNPUUdXZjBLcncwY2JWWGVCY2lGRVltNXdVQ1dTNmtqOG1VM1FEQ2xuWkZMNGJOZ1phZWJ6NnJVVXpjRHRSck9HVXN1ZnZpeWxiMHBxTjRBZzk1WHprRFR3eEdVaVd1MldDYjhOTVRvdVp3WWEzUQ?oc=5
b0b129f57ca8,news,2026-01-29T08:00:00+00:00,Google News RSS: lithium production guidance,https://news.google.com/rss/articles/CBMifEFVX3lxTE8yYTRLM19pRmxNODExbWw1X1RpY0NCVVpMOFNpYl9kQjhRd0JoN1JTSW1GOEpOOHVkT29HTU1uRDliMlExSVA0U2wzUVJUR1Z6amdDV2swN3ZvUHJCY0owb01VdzQwU1VOcHNwT3pxbkF3NTNTLU95Vml5blo?oc=5,MinRes’ lithium surge beats forecast - Australian Mining,Mineral Resources：其他,MinRes’ lithium surge beats forecast Australian Mining,Australia / Mineral Resources：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,Australia,Mineral Resources,,lithium,其他,重大冲击,中性,107,P1,70,0,中性,中,False,,,https://news.google.com/rss/articles/CBMifEFVX3lxTE8yYTRLM19pRmxNODExbWw1X1RpY0NCVVpMOFNpYl9kQjhRd0JoN1JTSW1GOEpOOHVkT29HTU1uRDliMlExSVA0U2wzUVJUR1Z6amdDV2swN3ZvUHJCY0owb01VdzQwU1VOcHNwT3pxbkF3NTNTLU95Vml5blo?oc=5
f1fe6dbe7dfe,news,2024-01-04T08:00:00+00:00,Google News RSS: SQM lithium production,https://news.google.com/rss/articles/CBMitwFBVV95cUxNT0hhU0I0c1BadklrYzhoandURXphbHlFSE1EZjJKc2FVdF8yYmI2c0N4VnhKN01FWThHUzRkd3JfSGlJZTc2ZnI2SF9xbzV5eEpSVWI4b250cHlQdXBNZ1JPeDR0Unlfay1zbzUzSmxXVnRxNVhaRGhaZ2twS1N2amRZQ2pvZlRNcnhJV3U5dlYyejZSeDVWejdVSE1qQTdXQm9ZenpuTUgxbHo5dFA2ZVpXbjJORkU?oc=5,Chile forms state-controlled entity with SQM to control domestic lithium production - Energy-Storage.News,SQM：其他,Chile forms state-controlled entity with SQM to control domestic lithium production Energy-Storage.News,Chile / SQM：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,Chile,SQM,,lithium,其他,重大冲击,中性,107,P1,70,0,中性,中,False,,,https://news.google.com/rss/articles/CBMitwFBVV95cUxNT0hhU0I0c1BadklrYzhoandURXphbHlFSE1EZjJKc2FVdF8yYmI2c0N4VnhKN01FWThHUzRkd3JfSGlJZTc2ZnI2SF9xbzV5eEpSVWI4b250cHlQdXBNZ1JPeDR0Unlfay1zbzUzSmxXVnRxNVhaRGhaZ2twS1N2amRZQ2pvZlRNcnhJV3U5dlYyejZSeDVWejdVSE1qQTdXQm9ZenpuTUgxbHo5dFA2ZVpXbjJORkU?oc=5
80e1d7834d9c,news,2026-02-03T08:00:00+00:00,Google News RSS: lithium mine shutdown,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOWGFYelN3UjFUbXFZZ1hydjZCNU10TWx1UXFJNTJROE1SSEwwWmtEemozTkkybVFKcWM3UTF1bnV1OHdjMUM4YWZ2cFpGMGItYXI2akYtdVVoNXRyTkFoTTFPOFNTX3RGMWI3bFhNM0lmQUlnUmdHRzJvdHViZU9TRkhGUmJ1OXg0TkxCRktlQnlvbzB6S2dCRHBUdkJBcFNqLUE3VkhtV3J2MmRFa0laWWZyOXhOaGROYjQzVml3MC05Zw?oc=5,"Sigma Lithium's waste piles offer no 'imminent risk,' Brazil mining regulator says. - Reuters",Sigma Lithium：其他,"Sigma Lithium's waste piles offer no 'imminent risk,' Brazil mining regulator says. Reuters",Brazil / Sigma Lithium：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,Brazil,Sigma Lithium,,lithium,其他,重大冲击,中性,107,P1,70,0,中性,中,False,,,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOWGFYelN3UjFUbXFZZ1hydjZCNU10TWx1UXFJNTJROE1SSEwwWmtEemozTkkybVFKcWM3UTF1bnV1OHdjMUM4YWZ2cFpGMGItYXI2akYtdVVoNXRyTkFoTTFPOFNTX3RGMWI3bFhNM0lmQUlnUmdHRzJvdHViZU9TRkhGUmJ1OXg0TkxCRktlQnlvbzB6S2dCRHBUdkJBcFNqLUE3VkhtV3J2MmRFa0laWWZyOXhOaGROYjQzVml3MC05Zw?oc=5
237a019e5670,news,2026-01-27T08:00:00+00:00,Google News RSS: SQM lithium production,https://news.google.com/rss/articles/CBMisAFBVV95cUxNeTluVW14U05sSlpTdVQ0eGN2bGNwTzJrOHpOcUp6QW5yZzloN3hqb1ZrUEN1aVNRSDlYaThPTFBkNWs3a2FWQVJKWGkyZjA0MUJ5MFpJeDAwSDZvT0MwZ1pLekF6QVN3eVg5VFdONV9MQ2Ixb3B6Nk56dzZFWkh0NTM2R29pMlFpaUNld2JpUXFRS2M4eFgwTnlmX0RPTmxON0pTNmNJai1naEwxbldUYQ?oc=5,Chile’s Codelco enters into PPP with SQM to create lithium-mining company - leadersleague.com,SQM：其他,Chile’s Codelco enters into PPP with SQM to create lithium-mining company leadersleague.com,Chile / SQM：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,Chile,SQM,,lithium,其他,重大冲击,中性,107,P1,70,0,中性,中,False,,,https://news.google.com/rss/articles/CBMisAFBVV95cUxNeTluVW14U05sSlpTdVQ0eGN2bGNwTzJrOHpOcUp6QW5yZzloN3hqb1ZrUEN1aVNRSDlYaThPTFBkNWs3a2FWQVJKWGkyZjA0MUJ5MFpJeDAwSDZvT0MwZ1pLekF6QVN3eVg5VFdONV9MQ2Ixb3B6Nk56dzZFWkh0NTM2R29pMlFpaUNld2JpUXFRS2M4eFgwTnlmX0RPTmxON0pTNmNJai1naEwxbldUYQ?oc=5
d9acde3fe146,news,2025-08-26T07:00:00+00:00,Google News RSS: Pilbara lithium production,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPaW1DNWJqZ045SzVFeUJJQWJpaUVsWVdObVRHaWg3V3ZPYy1Pa090aWV0SFRMNWVxQmlnLWZoU3ItZzlmellXZGVuWlFJMmR1SjVldHlHUWc3RVpxY1VJMlNnVGdTQWlSV3g5R2ZLUE1vazVSV3B2Y1NTc0xJa243Z1BlMzJYV1lCeXZYdHZERUZDRkdDWHVpNzF1V1g4aFBtb1Zibmo3bHNCcE95bms4LUNWaXVuTWQ4VmNUZkQydnU?oc=5,Pilbara Minerals advancing first international lithium mine - Australian Resources & Investment,Pilbara Minerals：其他,Pilbara Minerals advancing first international lithium mine Australian Resources & Investment,Australia / Pilbara Minerals：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,Australia,Pilbara Minerals,,lithium,其他,重大冲击,中性,107,P1,70,0,中性,中,False,,,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPaW1DNWJqZ045SzVFeUJJQWJpaUVsWVdObVRHaWg3V3ZPYy1Pa090aWV0SFRMNWVxQmlnLWZoU3ItZzlmellXZGVuWlFJMmR1SjVldHlHUWc3RVpxY1VJMlNnVGdTQWlSV3g5R2ZLUE1vazVSV3B2Y1NTc0xJa243Z1BlMzJYV1lCeXZYdHZERUZDRkdDWHVpNzF1V1g4aFBtb1Zibmo3bHNCcE95bms4LUNWaXVuTWQ4VmNUZkQydnU?oc=5
39bdb13ba56a,news,2025-12-04T08:00:00+00:00,Google News RSS: Pilbara lithium production,https://news.google.com/rss/articles/CBMimgJBVV95cUxNNUpORGVJLXdEeVZCaTcxX2h0Uy1nV2JjN3MwWWZYRFdsZ1dpQ3Z1cDExdWRDUjdwdVBFQjJwYWJUQUhSeHVmUXVBMVZxbzhqcE9jWDBHc0U1ZlE4Y3Zpdk0tdDd1N2dGQUoxT3FTQjFHc3ZkYkktcjJ6VmJPUTBabmhtRlhDNmFCWXkzUkJzWEkzWHZsTkhJOGxDNi1jM2hpMHlMOVU2d2s4c0lrWnJvS2RxZURLVXJCU1ZjSnRSU2x1UE52SDZBVnp5TDVCcGhhc3hmd1Z4anZpQ1prLUk5QjgtX0RoMnI4MlozckFWWEZpWnpaZFRUMG5YTEFvYVJkcDUzTW5UT3M1bVFubzQ3OFpKQ3E2Vm9vWnfSAZ8CQVVfeXFMUFNWalNCM2RSUVp5RHBjaUxtUFA2UWhQX1pWU3NkcnRGTVlZekJRSkNzb1c1c3EyQ3BqRlVVZVI3Z1IxV0p5dXB6WVdva3JJNF90NXNhelhoTktlcC1yVldPTXl0NU5QdktkT0V5UHg4MHgwVElXVzdweGk5N3JXQ09Rb3NLUy14cU56Qjc5YUZwSUZJRUZxekQ0M0RSSUsyY2NQOHBLaXpqRThEQnJ3bUY5XzFqR1RBTEdKWmNJaVl3ekgzbC0zaDNqTlhKRnMzWFl3aDJMWUJhdmxCWlA4a284X05WM05pVTRHem1tVkhOOE5BNWpuQjh6b0d1bUl0cnZWUDlXVHJuMkhMdHhPQVJxaVQyNGxZMDlvUWo1MW8?oc=5,Lithium’s next boom may be coming and these juniors are well placed to lead the revival - The Australian,Pilbara Minerals：其他,Lithium’s next boom may be coming and these juniors are well placed to lead the revival The Australian,Australia / Pilbara Minerals：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,Australia,Pilbara Minerals,,lithium,其他,重大冲击,中性,107,P1,70,0,中性,中,False,,,https://news.google.com/rss/articles/CBMimgJBVV95cUxNNUpORGVJLXdEeVZCaTcxX2h0Uy1nV2JjN3MwWWZYRFdsZ1dpQ3Z1cDExdWRDUjdwdVBFQjJwYWJUQUhSeHVmUXVBMVZxbzhqcE9jWDBHc0U1ZlE4Y3Zpdk0tdDd1N2dGQUoxT3FTQjFHc3ZkYkktcjJ6VmJPUTBabmhtRlhDNmFCWXkzUkJzWEkzWHZsTkhJOGxDNi1jM2hpMHlMOVU2d2s4c0lrWnJvS2RxZURLVXJCU1ZjSnRSU2x1UE52SDZBVnp5TDVCcGhhc3hmd1Z4anZpQ1prLUk5QjgtX0RoMnI4MlozckFWWEZpWnpaZFRUMG5YTEFvYVJkcDUzTW5UT3M1bVFubzQ3OFpKQ3E2Vm9vWnfSAZ8CQVVfeXFMUFNWalNCM2RSUVp5RHBjaUxtUFA2UWhQX1pWU3NkcnRGTVlZekJRSkNzb1c1c3EyQ3BqRlVVZVI3Z1IxV0p5dXB6WVdva3JJNF90NXNhelhoTktlcC1yVldPTXl0NU5QdktkT0V5UHg4MHgwVElXVzdweGk5N3JXQ09Rb3NLUy14cU56Qjc5YUZwSUZJRUZxekQ0M0RSSUsyY2NQOHBLaXpqRThEQnJ3bUY5XzFqR1RBTEdKWmNJaVl3ekgzbC0zaDNqTlhKRnMzWFl3aDJMWUJhdmxCWlA4a284X05WM05pVTRHem1tVkhOOE5BNWpuQjh6b0d1bUl0cnZWUDlXVHJuMkhMdHhPQVJxaVQyNGxZMDlvUWo1MW8?oc=5
78f5cf879194,news,2026-02-19T08:00:00+00:00,Google News RSS: Pilbara lithium production,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQSXJ0bWprQzJDVjRfOFE0NzRrQXc3LWdjckRVMjdmbUFRUExBbnpYUUtPSnJQd0dmOFZtVVRkT284QzFpT1VkUmNKX1NzN21tWjF1NXN2M1d6NVNybnlDanAyQ2FsakNaX3ZablRMcGFpcUV5MGlXdzRMV25VYkQ3R3ktWWNhNFczQmxvN2pMNHN2V3VlOXBkcjgxYXI4NGJXUklhc1IxMXE?oc=5,PLS ignites Ngungaju plant comeback as lithium rebounds - Australian Mining,Pilbara Minerals：其他,PLS ignites Ngungaju plant comeback as lithium rebounds Australian Mining,Australia / Pilbara Minerals：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,Australia,Pilbara Minerals,,lithium,其他,重大冲击,中性,107,P1,70,0,中性,中,False,,,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQSXJ0bWprQzJDVjRfOFE0NzRrQXc3LWdjckRVMjdmbUFRUExBbnpYUUtPSnJQd0dmOFZtVVRkT284QzFpT1VkUmNKX1NzN21tWjF1NXN2M1d6NVNybnlDanAyQ2FsakNaX3ZablRMcGFpcUV5MGlXdzRMV25VYkQ3R3ktWWNhNFczQmxvN2pMNHN2V3VlOXBkcjgxYXI4NGJXUklhc1IxMXE?oc=5
6b62ee6a0fe3,news,2025-08-03T07:00:00+00:00,Google News RSS: Pilbara lithium production,https://news.google.com/rss/articles/CBMikwFBVV95cUxQT1hGZ3VSa24zeVpVUTVuaXN0eVh1RXVNMk5XdHpYSkNlcTRqNWlUNTUtUkgtNUd3LUlXTktKSVphV04zN2w3RVBfdS1fXzBXWVpzNFBBTTJabTRzbTRFVmNlaHJYUG5rbUg0QzU1eG1BaG1XSlhpRVZ2Y1EyY2NTekoyUVAwNk1xYjhveDJrRW82bGc?oc=5,Australia’s PLS primed for growth as lithium winter starts to thaw - Mining.com,Pilbara Minerals：其他,Australia’s PLS primed for growth as lithium winter starts to thaw Mining.com,Australia / Pilbara Minerals：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,Australia,Pilbara Minerals,,lithium,其他,重大冲击,中性,107,P1,70,0,中性,中,False,,,https://news.google.com/rss/articles/CBMikwFBVV95cUxQT1hGZ3VSa24zeVpVUTVuaXN0eVh1RXVNMk5XdHpYSkNlcTRqNWlUNTUtUkgtNUd3LUlXTktKSVphV04zN2w3RVBfdS1fXzBXWVpzNFBBTTJabTRzbTRFVmNlaHJYUG5rbUg0QzU1eG1BaG1XSlhpRVZ2Y1EyY2NTekoyUVAwNk1xYjhveDJrRW82bGc?oc=5
56d6c043d21f,news,2025-02-06T08:00:00+00:00,Google News RSS: lithium brine project approval,https://news.google.com/rss/articles/CBMihwFBVV95cUxNdkRMTWl3b0hzY2NKc3NmbzRURXMwMV9iOE5uUklvdHNGeW0tYVQyM0NCRElkWm1GRFYwZVN0clp2Q0hpNXBXRmo4c1BXbVpCRVB2bTVObEhlQTJ1U0pqazc2OF9uUkg0b0VzaDBDMmZkOGJUeThrbTVYOWpNTV9oeVlPU1V6S28?oc=5,Lithium Energy secures EIA approval for Solaroz Lithium Project in Argentina - Mining Technology,Olaroz项目项目审批、投产或爬坡进展更新,Lithium Energy secures EIA approval for Solaroz Lithium Project in Argentina Mining Technology,Argentina / Olaroz：项目审批，需关注对供应安全、采购成本和资源配置节奏的影响。,Argentina,,Olaroz,brine,项目审批,项目变化,正面,107,P1,70,0,中性,中,False,Olaroz,Olaroz,https://news.google.com/rss/articles/CBMihwFBVV95cUxNdkRMTWl3b0hzY2NKc3NmbzRURXMwMV9iOE5uUklvdHNGeW0tYVQyM0NCRElkWm1GRFYwZVN0clp2Q0hpNXBXRmo4c1BXbVpCRVB2bTVObEhlQTJ1U0pqazc2OF9uUkg0b0VzaDBDMmZkOGJUeThrbTVYOWpNTV9oeVlPU1V6S28?oc=5
56e179c8804b,news,2025-07-22T07:00:00+00:00,Google News RSS: SQM lithium production,https://news.google.com/rss/articles/CBMilAFBVV95cUxNM1BrcWFucUFXUFBubkx1ZENUbDRiRXY1Ry1Qa2dRajVvNkk3c2hWSTcyaUlaNGducjFQZmhDMDdFZFlTeUM1TGdLcTNmSnp3c0pmYVdIUkFRbFJhNmxkeS1hdGRaanhyQm5JT1BtTUZ1YzNqcmF5OFpBZThDSldBbDVLMWx0QlBYWWVmSndwMThHQl9K?oc=5,Climate Tech: Why Codelco & SQM are Mining Chilean Lithium - Sustainability Magazine,SQM：其他,Climate Tech: Why Codelco & SQM are Mining Chilean Lithium Sustainability Magazine,Chile / SQM：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,Chile,SQM,,lithium,其他,重大冲击,中性,107,P1,70,0,中性,中,False,,,https://news.google.com/rss/articles/CBMilAFBVV95cUxNM1BrcWFucUFXUFBubkx1ZENUbDRiRXY1Ry1Qa2dRajVvNkk3c2hWSTcyaUlaNGducjFQZmhDMDdFZFlTeUM1TGdLcTNmSnp3c0pmYVdIUkFRbFJhNmxkeS1hdGRaanhyQm5JT1BtTUZ1YzNqcmF5OFpBZThDSldBbDVLMWx0QlBYWWVmSndwMThHQl9K?oc=5
2aa6fc5e6178,news,2020-05-07T07:00:00+00:00,Google News RSS: Albemarle lithium guidance,https://news.google.com/rss/articles/CBMi2AFBVV95cUxPXy1VRTFkcllDZjBHd2tEQ2tQZ3l4N09VWk1qMUR2RmRGWFVDb2stUUh0Q2FiY3JhOWhoc2o3bFV3VkNNV0JmYlN0VlRoYkFyMXhwaE1ibkhtc0VvQm92VFhid3FHbXhwTW1vejBsZzBMZ3piS2YxWlFJRnpJNnBLc2JFRUpQRld2Y1NMMGRQRjlQS1gzblM4bkVUalBObHYxQ2t3dGFfZXNJTFdsSFhhSXFmMG9mbWU4QzVtMXZtN2dOeFZjdjFkaGp3YUppNWlISjEwM3VfcXI?oc=5,Albemarle cuts deeper at Kemerton lithium hydroxide plant near Bunbury to conserve cash - The West Australian,Albemarle：其他,Albemarle cuts deeper at Kemerton lithium hydroxide plant near Bunbury to conserve cash The West Australian,Australia / Albemarle：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,Australia,Albemarle,,lithium hydroxide,其他,重大冲击,中性,107,P1,70,0,中性,中,False,,,https://news.google.com/rss/articles/CBMi2AFBVV95cUxPXy1VRTFkcllDZjBHd2tEQ2tQZ3l4N09VWk1qMUR2RmRGWFVDb2stUUh0Q2FiY3JhOWhoc2o3bFV3VkNNV0JmYlN0VlRoYkFyMXhwaE1ibkhtc0VvQm92VFhid3FHbXhwTW1vejBsZzBMZ3piS2YxWlFJRnpJNnBLc2JFRUpQRld2Y1NMMGRQRjlQS1gzblM4bkVUalBObHYxQ2t3dGFfZXNJTFdsSFhhSXFmMG9mbWU4QzVtMXZtN2dOeFZjdjFkaGp3YUppNWlISjEwM3VfcXI?oc=5
286a6cc683a6,news,2025-09-22T07:00:00+00:00,Google News RSS: SQM lithium production,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPbjFObzNialRXQ014WVAyVmx6UkR3dExNd0xZVzVwaU51Ry1Xem9pczhwbTFWSTRWVmxmek4zRG5IT2xfV0pYajNxcElFVmJ3ekdrSDFEc2taRlFWaVEyV3VpYXVsdUJrdXd5cEtlN2VwbUEtUTh4MV9IRlRoaGRDZ2xtQ1VHSWdyZFVjelhlTU4xczNGZmlXSTZ2cmI2bExuOXZyR3VyZ2pRajd2SGpfam4yOUZjQ0lt?oc=5,Chile's Corfo agency preps lithium contracts ahead of SQM-Codelco deal - Reuters,SQM：其他,Chile's Corfo agency preps lithium contracts ahead of SQM-Codelco deal Reuters,Chile / SQM：其他，需关注对供应安全、采购成本和资源配置节奏的影响。,Chile,SQM,,lithium,其他,重大冲击,中性,107,P1,70,0,中性,中,False,,,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPbjFObzNialRXQ014WVAyVmx6UkR3dExNd0xZVzVwaU51Ry1Xem9pczhwbTFWSTRWVmxmek4zRG5IT2xfV0pYajNxcElFVmJ3ekdrSDFEc2taRlFWaVEyV3VpYXVsdUJrdXd5cEtlN2VwbUEtUTh4MV9IRlRoaGRDZ2xtQ1VHSWdyZFVjelhlTU4xczNGZmlXSTZ2cmI2bExuOXZyR3VyZ2pRajd2SGpfam4yOUZjQ0lt?oc=5
